entity_id,entity_name,account_id,account_name,account_type,period,scenario,amount_gbp,currency,dataset
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-12,Forecast,188899.83,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-01,Actual,171963.16,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-01,Budget,184305.82,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-01,Forecast,181256.25,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-02,Actual,181146.35,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-02,Budget,178489.18,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-02,Forecast,178540.55,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-03,Actual,197128.47,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-03,Budget,185729.63,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-03,Forecast,196839.74,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-04,Actual,195056.56,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-04,Budget,180396.54,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-04,Forecast,190212.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-05,Actual,191801.04,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-05,Budget,188494.29,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-05,Forecast,187487.41,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-06,Actual,192092.32,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-06,Budget,184271.21,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2026-06,Forecast,187445.21,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-01,Actual,260915.54,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-01,Budget,272159.45,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-01,Forecast,272548.23,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-02,Actual,255834.54,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-02,Budget,265830.02,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-02,Forecast,255803.2,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-03,Actual,281657.76,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-03,Budget,274580.07,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-03,Forecast,274755.54,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-04,Actual,273497.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-04,Budget,271684.35,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-04,Forecast,266912.99,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-05,Actual,280072.64,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-05,Budget,272314.64,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-05,Forecast,280810.93,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-06,Actual,273294.14,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-06,Budget,264076.24,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-06,Forecast,265850.39,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-07,Actual,255804.62,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-07,Budget,283566.01,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-07,Forecast,275813.46,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-08,Actual,288655.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-08,Budget,273653.32,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-08,Forecast,273697.16,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-09,Actual,292438.65,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-09,Budget,287861.94,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-09,Forecast,282936.93,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-10,Actual,279245.04,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-10,Budget,272819.94,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-10,Forecast,280348.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-11,Actual,292078.29,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-11,Budget,275837.58,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-11,Forecast,283536.81,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-12,Actual,285565.88,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-12,Budget,280393.95,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2025-12,Forecast,289303.38,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-01,Actual,259802.22,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-01,Budget,258654.73,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-01,Forecast,259839.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-02,Actual,272940.18,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-02,Budget,260340.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-02,Forecast,263628.18,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-03,Actual,284705.23,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-03,Budget,270506.0,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-03,Forecast,276574.59,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-04,Actual,268983.17,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-04,Budget,262609.6,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-04,Forecast,261405.92,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-05,Actual,264174.13,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-05,Budget,273231.07,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-05,Forecast,264351.47,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-06,Actual,261594.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-06,Budget,265404.51,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,COGS,Cost of sales,COGS,2026-06,Forecast,265572.32,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-01,Actual,106925.7,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-01,Budget,114771.73,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-01,Forecast,113240.62,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-02,Actual,105251.14,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-02,Budget,110429.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-02,Forecast,108933.91,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-03,Actual,108251.24,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-03,Budget,110401.62,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-03,Forecast,112183.22,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-04,Actual,114641.93,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-04,Budget,113870.98,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-04,Forecast,116207.63,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-05,Actual,119205.21,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-05,Budget,112444.81,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-05,Forecast,113023.88,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-06,Actual,114039.58,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-06,Budget,115100.16,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-06,Forecast,114343.19,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-07,Actual,119629.71,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-07,Budget,117915.16,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-07,Forecast,122222.76,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-08,Actual,110256.79,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-08,Budget,116546.01,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-08,Forecast,112308.0,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-09,Actual,123457.82,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-09,Budget,116098.05,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-09,Forecast,117551.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-10,Actual,117528.85,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-10,Budget,118317.12,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-10,Forecast,116356.11,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-11,Actual,115046.8,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-11,Budget,123266.17,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-11,Forecast,118749.9,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-12,Actual,125997.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-12,Budget,121000.51,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2025-12,Forecast,120169.12,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2026-01,Actual,118788.95,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2026-01,Budget,114237.41,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2026-01,Forecast,119791.83,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,OPEX_SGA,SG&A,OpEx,2026-02,Actual,118521.8,GBP,SYNTHETIC_PUBLIC_SAFE
